iter	RMSE
373	9.604736582
374	9.5676843
375	9.543363211
376	9.523613685
377	9.498966291
378	9.487270768
379	9.461781206
380	9.441942168
381	9.428557279
382	9.381547238
383	9.350881484
384	9.343282428
385	9.287648417
386	9.265987551
387	9.246057144
388	9.215798291
389	9.202089749
390	9.187716954
391	9.158323312
392	9.151712944
393	9.142730349
394	9.13689555
395	9.106259948
396	9.072252508
397	9.049972929
398	9.026714127
399	9.004417241
400	8.970148458
401	8.938071587
402	8.908018411
403	8.888271528
404	8.855375286
405	8.821801879
406	8.800732658
407	8.786008169
408	8.766814469
409	8.749587155
410	8.734770847
411	8.718293773
412	8.713733521
413	8.695188342
414	8.656355642
415	8.633760567
416	8.604683365
417	8.585203382
418	8.568060306
419	8.52314073
420	8.48445534
421	8.448469979
422	8.442225806
423	8.423519103
424	8.389563464
425	8.368405315
426	8.351062517
427	8.32427021
428	8.294109407
429	8.258376223
430	8.226101532
431	8.200759786
432	8.172036309
433	8.147000532
434	8.136206849
435	8.122557465
436	8.092596786
437	8.078231042
438	8.062816801
439	8.044227044
440	8.01412934
441	7.99165838
442	7.985793109
443	7.962050446
444	7.954321991
445	7.942760476
446	7.918109135
447	7.903224235
448	7.875445558
449	7.852919562
450	7.841344734
451	7.834434112
452	7.819554916
453	7.807646006
454	7.785858879
455	7.776285798
456	7.773650923
457	7.769094074
458	7.755984461
459	7.744938086
460	7.741104007
461	7.713847442
462	7.699083268
463	7.672713938
464	7.655857266
465	7.642140917
466	7.622491749
467	7.602781924
468	7.586336889
469	7.554093966
470	7.529380782
471	7.515892153
472	7.501203973
473	7.478918047
474	7.457503606
475	7.426462267
476	7.404290252
477	7.383357614
478	7.378945436
479	7.352964734
480	7.350047371
481	7.337320006
482	7.303266893
483	7.289170382
484	7.286558339
485	7.261186018
486	7.235210107
487	7.218769307
488	7.193322688
489	7.190376154
490	7.17252752
491	7.162128712
492	7.145082446
493	7.13437201
494	7.120159129
495	7.108276482
496	7.089689087
497	7.085517942
498	7.075897578
499	7.04184607
500	7.038076421
501	7.01376624
502	6.986153615
503	6.970517589
504	6.961378188
505	6.939290012
506	6.929428504
507	6.914714615
508	6.906978045
509	6.87927051
510	6.862210407
511	6.857713069
512	6.828393136
513	6.801373148
514	6.788382848
515	6.785418926
516	6.781713347
517	6.751573767
518	6.728095384
519	6.699812654
520	6.675514284
521	6.648650873
522	6.640085304
523	6.60930732
524	6.597335743
525	6.572564211
526	6.570326369
527	6.552386309
528	6.537434339
529	6.523143712
530	6.504269283
531	6.483321855
532	6.465359355
533	6.462527123
534	6.44411458
535	6.425870061
536	6.40741264
537	6.392982951
538	6.374293689
539	6.351234761
540	6.338146678
541	6.32944785
542	6.312182281
543	6.30908873
544	6.287840242
545	6.262954926
546	6.260259305
547	6.235470873
548	6.227314253
549	6.205510497
550	6.186420651
551	6.174386762
552	6.160794116
553	6.153093265
554	6.129089744
555	6.114339109
556	6.111531934
557	6.09687086
558	6.074400417
559	6.048878562
560	6.03166397
561	6.025536142
562	6.014375228
563	5.991027043
564	5.984928569
565	5.975776889
566	5.962878776
567	5.936885727
568	5.912280465
569	5.909954383
570	5.895568314
571	5.894152405
572	5.874097472
573	5.854320913
574	5.843234546
575	5.839030553
576	5.81783292
577	5.816173339
578	5.801539739
579	5.794350258
580	5.782475085
581	5.77607133
582	5.772384293
583	5.763541284
584	5.752464672
585	5.750724758
586	5.749090961
587	5.73672901
588	5.734504005
589	5.727767014
590	5.707433806
591	5.691739485
592	5.680855651
593	5.66795068
594	5.653512233
595	5.63450346
596	5.608836401
597	5.591111252
598	5.572822803
599	5.562447629
600	5.550389304
601	5.540208565
602	5.538261728
603	5.535635252
604	5.531230111
605	5.511978881
606	5.501601252
607	5.492560585
608	5.471066358
609	5.448840879
610	5.437196838
611	5.412935876
612	5.410581387
613	5.396041835
614	5.380560357
615	5.370480179
616	5.365589867
617	5.348361473
618	5.346399522
619	5.332646545
620	5.30901384
621	5.301946094
622	5.300687338
623	5.299780717
624	5.28874332
625	5.28413488
626	5.273759958
627	5.245310116
628	5.234057408
629	5.229520932
630	5.224566991
631	5.211106675
632	5.209104762
633	5.208226522
634	5.200721989
635	5.183226215
636	5.165049536
637	5.150689724
638	5.136657397
639	5.135714514
640	5.130748043
641	5.123570715
642	5.107250833
643	5.090870722
644	5.069454529
645	5.053215996
646	5.051107452
647	5.039460151
648	5.029501499
649	5.018616766
650	5.00381928
651	4.992856485
652	4.986673653
653	4.972046803
654	4.955273261
655	4.945749999
656	4.935277367
657	4.930725098
658	4.925281705
659	4.912080299
660	4.910238584
661	4.901460916
662	4.881002967
663	4.869416829
664	4.849631724
665	4.848246527
666	4.840990521
667	4.840379259
668	4.834886379
669	4.818789936
670	4.811543685
671	4.810330318
672	4.807645155
673	4.789383907
674	4.773401624
675	4.767160784
676	4.765521904
677	4.75639317
678	4.747142078
679	4.727463726
680	4.720666247
681	4.716212402
682	4.706231284
683	4.691902382
684	4.680955371
685	4.659945099
686	4.644228854
687	4.632753637
688	4.61077345
689	4.592231355
690	4.591007425
691	4.577643695
692	4.566833402
693	4.555513779
694	4.53591238
695	4.517836781
696	4.504554921
697	4.484749265
698	4.472007977
699	4.468618559
700	4.464371202
701	4.449687397
702	4.44140496
703	4.431929579
704	4.423406173
705	4.410093291
706	4.397460407
707	4.383815567
708	4.382732201
709	4.374687362
710	4.361025655
711	4.348754467
712	4.335540181
713	4.319997493
714	4.318489879
715	4.31766153
716	4.310915707
717	4.302858725
718	4.298596667
719	4.276555551
720	4.271905207
721	4.254026922
722	4.253554212
723	4.238180011
724	4.237685911
725	4.23703106
726	4.225418808
727	4.221749737
728	4.205990945
729	4.192042714
730	4.181634536
731	4.162802398
732	4.162245271
733	4.151777458
734	4.147159739
735	4.142091863
736	4.141116854
737	4.140626565
738	4.139635582
739	4.119425575
740	4.119019971
741	4.105572929
742	4.104800563
743	4.095362065
744	4.086612737
745	4.075190304
746	4.061567516
747	4.06060852
748	4.048098832
749	4.032460898
750	4.02705867
751	4.02616259
752	4.007476612
753	3.998716226
754	3.993445909
755	3.974718697
756	3.973863221
757	3.971441296
758	3.959272623
759	3.946466392
760	3.933621394
761	3.921259232
762	3.910419633
763	3.909546534
764	3.894845647
765	3.886688035
766	3.877472497
767	3.868697454
768	3.868219244
769	3.850717324
770	3.840847798
771	3.839628734
772	3.834931088
773	3.824083901
774	3.817407351
775	3.805029201
776	3.802066383
777	3.796994319
778	3.796285869
779	3.785643759
780	3.777665332
781	3.764582049
782	3.761407496
783	3.748334835
784	3.736104665
785	3.729760086
786	3.718059358
787	3.708249059
788	3.707393715
789	3.706773279
790	3.697869115
791	3.689330683
792	3.678368511
793	3.668208531
794	3.661948005
795	3.652855359
796	3.647855679
797	3.634851027
798	3.634123071
799	3.628131547
800	3.62728457
801	3.621358316
802	3.614561975
803	3.606808815
804	3.592789554
805	3.579688323
806	3.569975427
807	3.557528306
808	3.551093756
809	3.543757814
810	3.537190401
811	3.522117343
812	3.516225025
813	3.511828871
814	3.504851038
815	3.499197667
816	3.492628204
817	3.483598278
818	3.474525422
819	3.463374557
820	3.452915382
821	3.448019138
822	3.438918023
823	3.4280274
824	3.422538995
825	3.409593344
826	3.406871948
827	3.400467896
828	3.390067181
829	3.380758207
830	3.378951271
831	3.368969194
832	3.360382526
833	3.351714256
834	3.351093384
835	3.33631966
836	3.324034626
837	3.319400835
838	3.313324679
839	3.312534195
840	3.301581642
841	3.294035845
842	3.289213466
843	3.283389504
844	3.278924995
845	3.272931701
846	3.265009099
847	3.264661954
848	3.25870424
849	3.250631144
850	3.239495502
851	3.22817677
852	3.220008978
853	3.218875529
854	3.217158254
855	3.216516625
856	3.209170087
857	3.203665165
858	3.20136972
859	3.189874802
860	3.183993487
861	3.173314091
862	3.166903904
863	3.159893632
864	3.159211886
865	3.150360102
866	3.142889637
867	3.140161816
868	3.131570153
869	3.124048515
870	3.112538846
871	3.102726789
872	3.096267599
873	3.090584805
874	3.085702156
875	3.076928402
876	3.073966718
877	3.073302697
878	3.067052709
879	3.060355818
880	3.051934122
881	3.041633701
882	3.03703807
883	3.028363715
884	3.021131626
885	3.015002204
886	3.008476629
887	3.007664962
888	2.994504306
889	2.988855462
890	2.981399088
891	2.971681441
892	2.96788865
893	2.957631259
894	2.949753512
895	2.942398667
896	2.934250312
897	2.930768148
898	2.928564316
899	2.917603803
900	2.909626576
901	2.901069492
902	2.897380309
903	2.891422693
904	2.88439379
905	2.874815361
906	2.868214442
907	2.858950085
908	2.853621197
909	2.846094819
910	2.839442391
911	2.832629835
912	2.822542388
913	2.815365278
914	2.81423781
915	2.810813244
916	2.800829739
917	2.800506917
918	2.800175275
919	2.794297799
920	2.7856714
921	2.775714382
922	2.764989417
923	2.759253474
924	2.751139428
925	2.746484348
926	2.740827585
927	2.734920773
928	2.730996761
929	2.722224467
930	2.715929257
931	2.708920859
932	2.703179004
933	2.699050692
934	2.690423381
935	2.684787155
936	2.679903319
937	2.679374271
938	2.673812545
939	2.668458304
940	2.666118098
941	2.663442572
942	2.657971686
943	2.657307025
944	2.650574896
945	2.650157951
946	2.645697464
947	2.637711255
948	2.633292343
949	2.63192064
950	2.628264048
951	2.623335681
952	2.612410619
953	2.608491117
954	2.607737891
955	2.60401889
956	2.596013954
957	2.588556632
958	2.579539014
959	2.579017881
960	2.573383153
961	2.572552595
962	2.567528764
963	2.562889263
964	2.562488953
965	2.556867867
966	2.552445871
967	2.544881538
968	2.54170092
969	2.541225242
970	2.540780984
971	2.539590124
972	2.53290712
973	2.527927647
974	2.522421676
975	2.518261951
976	2.51493793
977	2.507012852
978	2.50320126
979	2.49632461
980	2.492048414
981	2.484556555
982	2.473698407
983	2.470236683
984	2.469847013
985	2.464355045
986	2.460523841
987	2.451921952
988	2.445610089
989	2.443442049
990	2.436113866
991	2.43534752
992	2.431379778
993	2.427080665
994	2.420009147
995	2.408852631
996	2.404721645
997	2.396610127
998	2.391091335
999	2.38411983
